category,cimages,color,details,fabric,handle,mrprice,name,price,sku,work
Gown,,red,<div class='row'><div class='col col-75'>Style</div><div class='col col-25'>Designer partywear gowns</div></div><div class='row'><div class='col col-25'>Gown</div><div class='col col-75'>Net (54 Inch Ready To Stitch)</div></div>,Net,1009,4000,designer gown,1825,5021_11_10206,Designer partywear gowns
