category,cimages,color,details,fabric,handle,mrprice,name,price,sku,work
Saree,,pink and brown,<div class='row'><div class='col col-75'>Style</div><div class='col col-25'>Embroidered party wear anarkali</div></div><div class='row'><div class='col col-25'>Top</div><div class='col col-75'>Soft Net And Georgette With Shantoon Inner (Ready to Stitch Anarkali (Around 48 Inch Ready To Stitch Plus Fabric) )</div></div><div class='row'><div class='col col-25'>Bottom</div><div class='col col-75'>Shantoon (2.2 )</div></div><div class='row'><div class='col col-25'>Dupatta</div><div class='col col-75'>Nazneen Chiffon (2.25 mtrs)(2.25 mtrs)</div></div>,Faux Georgette,3080,3080,atisundar gorgeous Designer Printed Saree in Red - 5021,1825,5021_11_10206,Designer Printed Saree
