category,cimages,color,details,fabric,mrprice,name,price,sku,work
Lehenga,,Blue,<div class='row'><div class='col col-75'>Style</div><div class='col col-25'>Lehenga</div></div><div class='row'><div class='col col-25'>Top</div><div class='col col-75'>Jacquard (1 Mtrs )</div></div><div class='row'><div class='col col-25'>Bottom</div><div class='col col-75'>Net (42 Inch Ready To Stitch Mtrs With 3 Mtrs Jute Jequard Inner )</div></div><div class='row'><div class='col col-25'>Dupatta</div><div class='col col-75'>Nazneen Chiffon (2.5 mtrs)</div></div>,Velvet,3080,atisundar bewitching Jacquard Lehenga in Golden – 6980,1825,5021_11_10206,Designer Lehenga Choli
