category,cimages,color,details,fabric,mrprice,name,price,sku,work
Saree,,red,<div class='row'><div class='col col-25'>Style</div><div class='col col-75'>Designer Printed Saree</div></div><div class='row'><div class='col col-25'>Fabric</div><div class='col col-75'>Chiffon</div></div><div class='row'><div class='col col-25'>Saree Length</div><div class='col col-75'>5.4 mtrs</div></div><div class='row'><div class='col col-25'>Blouse Length</div><div class='col col-75'>0.75 mtrs</div></div>,Faux Georgette,3080,atisundar gorgeous Designer Printed Saree in Red - 5021,1825,5021_11_10206,Designer Printed Saree
